n_samples,n_features,sg_mean,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed,runtime
10000,25,38234.57522894468,1098,X_4==2 AND X_1==1 AND X_14==1 AND X_11==0,X_1 < -0.6857557412757374  AND  X_14 >= 0.9100294307875203  AND  -0.7003947256984925 <= X_4 < -0.32638210951367824  AND  X_22 >= 1.0018016229198698  AND  -0.9078280505840125 <= X_11 < 1.1015301844403624,1,0.6642335766423358,1.0,0.4972677595628415,39,272.4658739566803
30000,25,26886.878705501207,3677,X_21==0 AND X_10==1 AND X_4==8 AND X_19==0,0.30419779109713196 <= X_4 < 1.838612878598428  AND  X_10 >= 0.9053871149815437  AND  -0.9092951575784743 <= X_21 < 1.0997529148441378  AND  -0.9094786808147307 <= X_19 < 1.099530996266627  AND  -1.000400080031958 <= X_15 < 0.999600079967958  AND  X_0 < 0.32961699878960016,3,0.4605400879212895,1.0,0.2991569214033179,39,2978.168893098831
1000,25,47231.367314952346,118,X_13==1 AND X_10==1 AND X_4==8 AND X_19==0,-0.9211019680197466 <= X_19 < 1.085656132241139  AND  X_10 >= 0.9416965821485095  AND  X_13 >= 0.9341622857030625  AND  0.26849022672136014 <= X_4 < 1.7779222813741227,0,1.0,1.0,1.0,4,59.75607466697693
3000,25,46613.61473981792,450,X_6==1 AND X_19==1 AND X_24==0 AND X_15==0,X_19 >= 0.9248175871885518  AND  X_6 >= 0.9211019680197167  AND  -0.9100294307875096 <= X_24 < 1.0988655599133945  AND  -0.9173988370120352 <= X_15 < 1.090038443101827,4,1.0,1.0,1.0,4,133.4074432849884
10000,25,48608.86635259628,1573,X_14==1 AND X_17==1 AND X_12==1 AND X_21==1,X_17 >= 0.8932605550866652  AND  X_14 >= 0.9021609786197582  AND  X_21 >= 0.9047167826509361  AND  X_12 >= 0.9016140550580976,1,1.0,1.0,1.0,4,467.1900336742401
30000,25,40633.3842532533,4738,X_10==0 AND X_8==1 AND X_6==1 AND X_15==1,X_15 >= 0.9078891418163199  AND  X_8 >= 0.9029514449139504  AND  X_6 >= 0.8982168689825561  AND  -0.9055700019620956 <= X_10 < 1.1042768619028793  AND  X_14 >= 0.9978024146844637  AND  -1.0063535165144095 <= X_19 < 0.9936865958030656  AND  X_1 < 1.798754644116426,3,0.3366684219764788,1.0,0.202406078514141,4,2986.8820157051086
1000,25,32751.85644211897,160,X_17==1 AND X_15==1 AND X_16==1 AND X_19==1,X_17 >= 0.9379228369755683  AND  X_15 >= 0.900885232922905  AND  X_19 >= 0.8632500785289723  AND  X_16 >= 0.9137080416200328,0,1.0,1.0,1.0,40,31.71714949607849
3000,25,47983.19926693584,468,X_17==0 AND X_15==1 AND X_9==1 AND X_12==0,-0.9033164614574242 <= X_12 < 1.107031746533876  AND  X_9 >= 0.9057529185791189  AND  -0.8900082557709587 <= X_17 < 1.1235850830773642  AND  X_15 >= 0.8978534841434638,0,1.0,1.0,1.0,40,150.67103505134585
10000,25,34463.64920450226,1246,X_11==1 AND X_2==4 AND X_7==0 AND X_17==1,-0.385021680654094 <= X_2 < 0.376342133176426  AND  -0.9023433450392382 <= X_7 < 1.1082256055829502  AND  X_17 >= 0.8950713590280005  AND  X_11 >= 0.908928201124346,2,1.0,1.0,1.0,40,386.19890213012695
30000,25,31126.872820446424,3657,X_1==1 AND X_19==1 AND X_24==1 AND X_10==1,X_1 < -0.6881088963772742  AND  X_10 >= 0.9031947762121599  AND  X_24 >= 0.9135238229445306  AND  -0.9950787757432973 <= X_18 < 1.0049455624785248  AND  X_19 >= 0.9088670533764609  AND  X_3 >= -0.40969799737854806,0,0.4608585858585858,1.0,0.2994257588187038,40,2583.2043890953064
1000,25,40998.4828836046,114,X_5==1 AND X_0==1 AND X_4==2 AND X_9==1,-0.6621459535362435 <= X_4 < -0.27895963783239897  AND  X_0 < -0.6452218464858839  AND  X_5 >= 0.9304147686870916  AND  X_9 >= 0.9607689228305235,0,1.0,1.0,1.0,41,31.797320127487183
3000,25,41035.44618666925,324,X_2==1 AND X_0==4 AND X_16==0 AND X_23==0,-0.36881969560434574 <= X_0 < 0.399821559562752  AND  X_2 < -0.6836473801605111  AND  -0.8978534841434638 <= X_16 < 1.1137674661406223  AND  -0.9021001963241235 <= X_23 < 1.108524312570654,0,1.0,1.0,1.0,41,65.88538789749146
10000,25,36385.03778293911,1229,X_17==1 AND X_12==1 AND X_3==16 AND X_20==0,-0.8994289875348142 <= X_20 < 1.1118165123194215  AND  X_3 >= 1.4727312686175995  AND  X_17 >= 0.8963406218451755  AND  X_12 >= 0.9014318057093605  AND  X_2 >= -0.7650265357444668  AND  X_24 >= 1.0094445982475069  AND  X_4 >= -0.7612848050454735,0,0.4742396027312228,1.0,0.3108218063466232,41,284.19840121269226
30000,25,47886.90550193866,3705,X_1==8 AND X_9==1 AND X_20==1 AND X_19==0,0.3058609316022828 <= X_1 < 1.8407936763444175  AND  X_20 >= 0.9003996108386736  AND  -0.9002782376856783 <= X_19 < 1.1107677139576835  AND  -0.9945481942045171 <= X_24 < 1.0054816909098085  AND  X_9 >= 0.9093563286546095  AND  X_0 < 1.7910104695585796  AND  X_4 >= -0.7730237660177903,3,0.4886803997552518,1.0,0.3233468286099865,41,2927.959883928299
1000,25,44905.50983270815,106,X_8==1 AND X_3==2 AND X_2==2 AND X_17==1,-0.7278395533793727 <= X_3 < -0.35630328314998383  AND  X_8 >= 0.9045340337332944  AND  -0.692320359582573 <= X_2 < -0.3149312292568313  AND  X_17 >= 0.865015461279015,0,1.0,1.0,1.0,42,31.352224349975582
3000,25,25343.742429132693,470,X_20==0 AND X_11==0 AND X_12==0 AND X_7==0,-0.9112542898225375 <= X_7 < 1.0973885238935628  AND  -0.926680127918782 <= X_12 < 1.0791210147625643  AND  -0.9008852329229119 <= X_11 < 1.110019304851445  AND  -0.892416486641036 <= X_20 < 1.1205530320981427,1,1.0,1.0,1.0,42,103.26001119613647
10000,25,33843.55788057809,1553,X_21==0 AND X_6==0 AND X_18==1 AND X_23==0,X_18 >= 0.9070952144261873  AND  -0.9014318057093554 <= X_6 < 1.1093462574388835  AND  -0.9001568774692508 <= X_23 < 1.1109174689767964  AND  X_9 >= 0.9821591226678692,3,0.5981595092024541,0.7393364928909952,0.5022537025112686,42,401.547266960144
30000,25,30012.14687751607,3271,X_16==0 AND X_9==1 AND X_4==8 AND X_0==4,-0.38066424620085104 <= X_0 < 0.3874879986425432  AND  0.3115327337284593 <= X_4 < 1.847816453931267  AND  -0.3982465851014292 <= X_1 < 1.8130400754447962  AND  -0.9047167826510858 <= X_16 < 1.1053182821147125  AND  X_9 >= 0.9131554769017747,4,0.5790616854908776,1.0,0.4075206358911648,42,2730.741544008255
1000,25,38364.2769007489,156,X_18==1 AND X_13==0 AND X_9==0 AND X_8==1,-0.9192488510650887 <= X_13 < 1.0878447102123976  AND  X_8 >= 0.8810215288406091  AND  X_18 >= 0.9192488510650882  AND  -0.8792324183002278 <= X_9 < 1.1373556970672674,0,1.0,1.0,1.0,43,34.71627354621887
3000,25,26327.424853209268,458,X_7==0 AND X_10==1 AND X_16==0 AND X_9==1,X_9 >= 0.9106416928094861  AND  -0.9051433117450999 <= X_7 < 1.1047974249205552  AND  X_10 >= 0.8972480992593527  AND  -0.894225962486906 <= X_16 < 1.1182855809945027  AND  -0.7853350391239537 <= X_0 < 1.737347304524693,0,0.7382920110192838,1.0,0.5851528384279476,43,73.61435794830322
10000,25,35312.06610706773,1547,X_17==0 AND X_8==0 AND X_20==1 AND X_23==0,-0.8990652167749023 <= X_23 < 1.112266364377004  AND  -0.9003389226448055 <= X_17 < 1.1106928456035876  AND  X_20 >= 0.9016140550580972  AND  -0.9244454589255741 <= X_8 < 1.0817295821455504  AND  -0.7629981005046771 <= X_1 < 1.8041051671566333,1,0.757429718875502,1.0,0.6095669036845508,43,391.5676302909851
30000,25,34940.90350601908,3707,X_20==1 AND X_14==1 AND X_2==8 AND X_17==0,0.31169794845838233 <= X_2 < 1.8506304238752056  AND  X_14 >= 0.9026473542215578  AND  X_20 >= 0.9034381597739355  AND  -0.8953130151783473 <= X_17 < 1.1169278040717587  AND  X_21 >= 1.0024697164071745,3,0.6561537067246692,1.0,0.488265443755058,43,3008.214572906494
1000,25,39312.51004898503,124,X_18==0 AND X_17==0 AND X_2==2 AND X_5==0,-0.9008852329229047 <= X_18 < 1.1100193048514362  AND  -0.6971182360202651 <= X_2 < -0.32322805848190894  AND  -0.9118672225175292 <= X_17 < 1.0966508887545616  AND  -0.9008852329229051 <= X_5 < 1.1100193048514366,0,1.0,1.0,1.0,44,31.998978853225708
3000,25,47562.76900263025,367,X_20==1 AND X_11==0 AND X_1==16 AND X_23==1,X_23 >= 0.8882053623194032  AND  -0.912480491586506 <= X_11 < 1.0959138405921576  AND  X_1 >= 1.4954246758949072  AND  X_20 >= 0.9057529185791185,0,1.0,1.0,1.0,44,126.29685807228088
10000,25,48551.35680207572,1210,X_13==0 AND X_15==0 AND X_0==2 AND X_21==1,-0.715382646087191 <= X_0 < -0.3410817194228661  AND  -0.8956151569066473 <= X_13 < 1.1165510010503226  AND  X_21 >= 0.9076447967941731  AND  -0.9034381597741402 <= X_15 < 1.1068826229898565,4,1.0,1.0,1.0,44,419.0740704536438
30000,25,35153.68187461912,4745,X_17==0 AND X_9==1 AND X_10==0 AND X_5==0,-0.9084391123416954 <= X_17 < 1.100789239932771  AND  -0.9067289751643941 <= X_10 < 1.1028653846857701  AND  X_9 >= 0.8962801489007728  AND  -0.9015533020274891 <= X_5 < 1.1091967582523914  AND  -0.4068069132617838 <= X_2 < 1.7989720543292962  AND  -0.9958751736899554 <= X_18 < 1.00414191097323  AND  X_3 < 1.8104028821331886,3,0.2723466229746951,1.0,0.1576396206533193,44,3116.3149602413177
1000,25,25782.65071984028,107,X_21==0 AND X_0==16 AND X_2==1 AND X_13==1,X_13 >= 0.8792324183002279  AND  X_2 < -0.6915341990563639  AND  X_0 >= 1.5022744561952153  AND  -0.9211019680197466 <= X_21 < 1.085656132241139,0,1.0,1.0,1.0,45,33.696857213974
3000,25,37212.62922755232,364,X_21==1 AND X_4==1 AND X_16==1 AND X_10==0,X_21 >= 0.9002782376856883  AND  X_4 < -0.6570848685414151  AND  -0.9014925522444743 <= X_10 < 1.109271504806398  AND  X_16 >= 0.9192488510651025,0,1.0,1.0,1.0,45,66.4465913772583
10000,25,28493.282530024408,1234,X_19==1 AND X_5==1 AND X_24==1 AND X_1==2,-0.703636124109292 <= X_1 < -0.32837353158680355  AND  X_19 >= 0.9185084741629813  AND  X_5 >= 0.8885657171215051  AND  X_24 >= 0.8950713590280017,1,1.0,1.0,1.0,45,307.5316834449768
30000,25,44009.28392504165,3669,X_4==8 AND X_22==1 AND X_13==1 AND X_18==1,0.3018255856352676 <= X_4 < 1.8364344145754676  AND  X_13 >= 0.9091728254285335  AND  X_7 >= 0.9988673081619379  AND  X_18 >= 0.9085613645729181  AND  X_22 >= 0.904168624477946,4,0.6706521739130435,1.0,0.5044971381847915,45,2910.7571787834167
1000,25,38524.14808382055,157,X_16==0 AND X_10==1 AND X_19==0 AND X_13==1,X_10 >= 0.9229582069908981  AND  -0.8685539504902813 <= X_19 < 1.1513389576266522  AND  X_13 >= 0.9155519068396106  AND  -0.8990652167748852 <= X_16 < 1.112266364376983,0,1.0,1.0,1.0,46,35.381606578826904
3000,25,40096.51268479924,449,X_22==1 AND X_18==0 AND X_9==1 AND X_5==1,X_22 >= 0.9021001963241235  AND  -0.8990652167748989 <= X_18 < 1.112266364377  AND  X_5 >= 0.9075837188309078  AND  X_9 >= 0.9322869078264946,0,1.0,1.0,1.0,46,81.43009853363037
10000,25,47748.908034567474,1083,X_14==0 AND X_1==1 AND X_5==1 AND X_2==16,X_2 >= 1.4862204532417844  AND  -0.9138922907566797 <= X_14 < 1.0942208508752245  AND  X_1 < -0.6836971513570134  AND  X_5 >= 0.899610916439405  AND  X_13 >= 1.0094445982475073,1,0.6856796116504854,1.0,0.5216989843028624,46,435.0260546207428
