n_samples,n_features,sg_mean,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed,runtime
300000,25,30551.42388290528,47101,X_24==1 AND X_5==0 AND X_11==0 AND X_8==0,NOT X_5 AND NOT X_8 AND NOT X_11 AND X_24,0,1.0,1.0,1.0,26,181.7609226703644
1000000,25,43933.79145187328,156581,X_24==1 AND X_7==0 AND X_10==1 AND X_11==1,NOT X_7 AND X_10 AND X_11 AND X_24,1,1.0,1.0,1.0,26,361.561484336853
1000,25,35702.36139187584,156,X_20==1 AND X_24==0 AND X_6==1 AND X_10==0,X_6 AND NOT X_10 AND X_20 AND NOT X_24,0,1.0,1.0,1.0,27,136.06878232955933
3000,25,32927.81763167565,470,X_9==0 AND X_10==0 AND X_8==1 AND X_16==1,X_8 AND NOT X_9 AND NOT X_10 AND X_16,0,1.0,1.0,1.0,27,135.30832076072693
10000,25,28248.29558744255,1237,X_13==0 AND X_1==16 AND X_5==0 AND X_9==1,X_1 = 16.00 AND NOT X_5 AND X_9 AND NOT X_13,0,1.0,1.0,1.0,27,135.51895117759705
30000,25,37829.894464671976,4668,X_10==0 AND X_6==0 AND X_23==1 AND X_13==1,NOT X_6 AND NOT X_10 AND X_13 AND X_23,1,1.0,1.0,1.0,27,134.84562945365906
100000,25,36662.87696071081,10898,X_18==0 AND X_4==1 AND X_21==1 AND X_2==16,X_2 = 16.00 AND X_4 = 1.00 AND NOT X_18 AND X_21,1,1.0,1.0,1.0,27,123.87321710586548
300000,25,42529.91102684526,46785,X_5==1 AND X_9==0 AND X_15==1 AND X_8==1,X_5 AND X_8 AND NOT X_9 AND X_15,0,1.0,1.0,1.0,27,167.14235496520996
1000000,25,36335.967229801885,108963,X_4==16 AND X_1==8 AND X_9==0 AND X_11==0,X_1 = 8.00 AND X_4 = 16.00 AND NOT X_9 AND NOT X_11,0,1.0,1.0,1.0,27,358.53006768226624
1000,25,39110.53666073149,145,X_7==1 AND X_8==1 AND X_17==1 AND X_21==0,X_7 AND X_8 AND X_17 AND NOT X_21,0,1.0,1.0,1.0,28,134.46974849700928
3000,25,37672.28425878618,326,X_0==16 AND X_13==0 AND X_4==4 AND X_6==1,X_0 = 16.00 AND X_4 = 4.00 AND X_6 AND NOT X_13,0,1.0,1.0,1.0,28,133.60764288902283
10000,25,44328.03668865809,1552,X_22==0 AND X_12==0 AND X_23==0 AND X_15==0,NOT X_12 AND NOT X_15 AND NOT X_22 AND NOT X_23,0,1.0,1.0,1.0,28,134.2263913154602
30000,25,28153.59015694472,3671,X_4==4 AND X_19==0 AND X_11==0 AND X_23==0,X_4 = 4.00 AND NOT X_11 AND NOT X_19 AND NOT X_23,0,1.0,1.0,1.0,28,136.72056770324707
100000,25,27441.585802822003,12293,X_0==2 AND X_19==1 AND X_16==1 AND X_13==1,X_0 = 2.00 AND X_13 AND X_16 AND X_19,0,1.0,1.0,1.0,28,132.94073462486267
300000,25,46798.08274388524,36740,X_19==1 AND X_18==1 AND X_3==4 AND X_5==0,X_3 = 4.00 AND NOT X_5 AND X_18 AND X_19,1,1.0,1.0,1.0,28,179.84628033638
1000000,25,29139.967800755672,109148,X_1==1 AND X_4==2 AND X_13==0 AND X_6==1,X_1 = 1.00 AND X_4 <= 2.00 AND X_6 AND NOT X_13,0,0.9600534789932228,0.9231758168331486,1.0,28,361.8145258426666
1000,25,36726.72870253006,120,X_7==1 AND X_12==0 AND X_0==1 AND X_16==1,X_0 = 1.00 AND X_7 AND NOT X_12 AND X_16,0,1.0,1.0,1.0,29,126.7449038028717
3000,25,28634.022552736227,476,X_16==0 AND X_20==0 AND X_23==1 AND X_12==0,NOT X_12 AND NOT X_16 AND NOT X_20 AND X_23,0,1.0,1.0,1.0,29,123.35618495941162
10000,25,48362.841593656776,1588,X_13==1 AND X_9==0 AND X_7==0 AND X_11==1,NOT X_7 AND NOT X_9 AND X_11 AND X_13,0,1.0,1.0,1.0,29,123.71625256538393
30000,25,34710.62759370161,4757,X_21==1 AND X_6==0 AND X_10==0 AND X_15==0,NOT X_6 AND NOT X_10 AND NOT X_15 AND X_21,0,1.0,1.0,1.0,29,125.72352623939514
100000,25,43034.2015386425,15485,X_6==1 AND X_8==1 AND X_21==1 AND X_18==1,X_6 AND X_8 AND X_18 AND X_21,0,1.0,1.0,1.0,29,117.52742505073547
300000,25,31408.60484411829,32721,X_3==16 AND X_1==8 AND X_8==0 AND X_17==0,X_1 = 8.00 AND X_3 = 16.00 AND NOT X_8 AND NOT X_17,0,1.0,1.0,1.0,29,170.0432436466217
1000000,25,37901.39784304873,122594,X_7==0 AND X_19==0 AND X_8==0 AND X_3==8,X_3 = 8.00 AND NOT X_7 AND NOT X_8 AND NOT X_19,0,1.0,1.0,1.0,29,358.45595145225525
1000,25,45724.79431942849,125,X_24==1 AND X_16==1 AND X_21==1 AND X_4==4,X_3 != 16.00 AND X_4 != 16.00 AND NOT X_6 AND NOT X_11 AND X_13,3,0.148471615720524,0.1634615384615384,0.136,3,134.11189126968384
3000,25,35981.91436812934,358,X_8==1 AND X_14==0 AND X_18==0 AND X_4==4,X_4 = 4.00 AND X_8 AND NOT X_14 AND NOT X_18,0,1.0,1.0,1.0,3,133.44333910942078
10000,25,25238.92344381424,1250,X_19==1 AND X_18==1 AND X_11==0 AND X_1==8,X_1 = 8.00 AND NOT X_11 AND X_18 AND X_19,1,1.0,1.0,1.0,3,133.73446106910706
30000,25,30688.3406163778,4719,X_23==1 AND X_20==0 AND X_22==0 AND X_24==0,NOT X_20 AND NOT X_22 AND X_23 AND NOT X_24,0,1.0,1.0,1.0,3,135.72059965133667
100000,25,48111.52143996787,15677,X_15==1 AND X_9==0 AND X_17==0 AND X_16==0,X_9,0,0.0,0.0,0.0,3,131.87132239341736
